Date,ADBE,ADSK,ANSS,CRM,CRWD,DDOG,INTU,MDB,MSFT,NOW,ORCL,PANW,SAP,SHOP,SNOW,TEAM
2022-01-10,525.8300170898438,262.3900146484375,,227.23963928222656,192.5,146.3300018310547,557.27734375,435.0,304.65142822265625,,85.02011108398438,87.10166931152344,129.64016723632812,113.11699676513672,302.7300109863281,312.9800109863281
2022-01-11,529.8900146484375,270.6300048828125,,232.3953857421875,196.11000061035156,148.60000610351562,565.6141357421875,443.7900085449219,305.3397216796875,,84.2582778930664,87.67500305175781,129.80850219726562,115.73100280761719,301.2699890136719,314.95001220703125
2022-01-12,532.3699951171875,269.6000061035156,,235.3542938232422,187.97000122070312,146.3300018310547,564.1871948242188,432.489990234375,308.52899169921875,,84.09638977050781,88.66999816894531,131.08050537109375,116.8759994506836,307.1400146484375,320.5899963378906
2022-01-13,516.9000244140625,260.1700134277344,,226.25009155273438,174.89999389648438,135.1300048828125,540.3984375,390.8299865722656,295.4712219238281,,83.6011962890625,83.0999984741211,127.11488342285156,106.43599700927734,291.760009765625,298.6499938964844
2022-01-14,520.5999755859375,259.1000061035156,,228.82298278808594,176.6999969482422,138.27999877929688,538.3167114257812,396.8900146484375,300.70599365234375,,83.5059814453125,83.18499755859375,129.91140747070312,110.29100036621094,289.5899963378906,297.3900146484375
2022-01-18,513.3400268554688,252.02999877929688,,223.70680236816406,172.85000610351562,131.8699951171875,525.640380859375,387.2699890136719,293.3871154785156,,81.46807861328125,83.72833251953125,127.29259490966797,105.46600341796875,287.67999267578125,293.6300048828125
2022-01-19,516.5800170898438,254.35000610351562,,223.91461181640625,175.7100067138672,130.91000366210938,532.9998779296875,384.5899963378906,294.04620361328125,,79.401611328125,86.60166931152344,127.93794250488281,103.09500122070312,282.55999755859375,293.4599914550781
2022-01-20,510.8500061035156,252.41000366210938,,220.61927795410156,173.88999938964844,130.00999450683594,532.2863159179688,389.1199951171875,292.36920166015625,,78.77312469482422,86.61166381835938,128.14369201660156,102.3949966430664,279.2699890136719,291.32000732421875
2022-01-21,499.9100036621094,239.19000244140625,,216.3541259765625,164.72999572753906,125.55000305175781,516.580322265625,375.57000732421875,286.9696960449219,,78.29698944091797,80.6050033569336,127.01202392578125,88.21199798583984,267.55999755859375,283.0
2022-01-24,519.6599731445312,245.35000610351562,,220.7083282470703,167.27000427246094,136.07000732421875,522.5714111328125,386.45001220703125,287.29931640625,,78.4874267578125,84.03500366210938,125.06661224365234,93.8489990234375,277.5,300.2699890136719
2022-01-25,502.7200012207031,233.77999877929688,,213.14785766601562,158.58999633789062,125.13999938964844,504.3048095703125,365.4800109863281,279.66046142578125,,77.20185089111328,79.24500274658203,123.75721740722656,89.23899841308594,263.42999267578125,286.69000244140625
2022-01-26,500.80999755859375,233.27999877929688,,208.8035430908203,160.94000244140625,128.0399932861328,495.9875183105469,351.57000732421875,287.62884521484375,,75.79244995117188,79.37333679199219,123.71980285644531,86.89199829101562,253.10000610351562,293.05999755859375
2022-01-27,493.04998779296875,228.66000366210938,,210.5254669189453,159.80999755859375,128.14999389648438,505.5068664550781,351.510009765625,290.66314697265625,,75.973388671875,80.87000274658203,114.46044158935547,81.57599639892578,244.72000122070312,290.8900146484375
2022-01-28,518.1599731445312,239.5399932861328,,219.81771850585938,168.89999389648438,136.9600067138672,522.7083740234375,373.04998779296875,298.8254089355469,,76.6399917602539,82.69499969482422,114.07698059082031,87.2229995727539,253.52000427246094,319.1700134277344
2022-01-31,534.2999877929688,249.7899932861328,,230.20840454101562,180.63999938964844,146.11000061035156,542.6561279296875,405.1099853515625,301.46209716796875,,77.28755187988281,86.23332977294922,117.10731506347656,96.42400360107422,275.8999938964844,324.3399963378906
2022-02-01,535.97998046875,249.77000427246094,,229.70370483398438,182.14999389648438,147.77999877929688,548.1292724609375,411.1499938964844,299.31011962890625,,77.17327880859375,85.47666931152344,119.41748046875,98.41999816894531,283.760009765625,325.8699951171875
2022-02-02,533.0900268554688,248.0,,222.66773986816406,177.0399932861328,142.1999969482422,549.5659790039062,397.9100036621094,303.8662109375,,78.56360626220703,84.9000015258789,118.9217758178711,88.58799743652344,268.2799987792969,314.2900085449219
2022-02-03,510.8299865722656,237.75999450683594,,210.55516052246094,170.6300048828125,138.02000427246094,523.4609985351562,381.8500061035156,292.0298767089844,,78.03032684326172,82.0683364868164,115.79791259765625,80.94400024414062,256.260009765625,304.4100036621094
2022-02-04,513.5399780273438,241.24000549316406,,216.9478759765625,177.2100067138672,150.25999450683594,531.7000732421875,403.5400085449219,296.576416015625,,78.19221496582031,85.91666412353516,117.97713470458984,87.5999984741211,275.7200012207031,320.9100036621094
2022-02-07,507.1000061035156,240.47999572753906,,214.71141052246094,178.83999633789062,152.6199951171875,532.9315185546875,407.8299865722656,291.73907470703125,,76.8875961303711,85.163330078125,118.6785888671875,86.68900299072266,293.19000244140625,314.19000244140625
2022-02-08,511.30999755859375,241.10000610351562,,215.1666259765625,178.89999389648438,151.72999572753906,541.6787719726562,419.42999267578125,295.23858642578125,,76.93519592285156,85.54166412353516,117.5562515258789,87.80000305175781,293.510009765625,318.04998779296875
2022-02-09,521.75,251.33999633789062,,219.7286376953125,186.89999389648438,155.5,566.2788696289062,441.6700134277344,301.68499755859375,,79.46826934814453,89.0816650390625,118.11742401123047,92.49700164794922,307.94000244140625,335.6000061035156
2022-02-10,495.0199890136719,238.52000427246094,,215.40414428710938,187.8800048828125,174.60000610351562,544.952880859375,450.6000061035156,293.12530517578125,,77.94461822509766,87.95833587646484,115.83531951904297,89.33399963378906,311.1099853515625,346.1600036621094
